Symptoms,Herbs_ID,Formulation
Stomach infection,38,Intake of the paste prepared from harita manjari leaves and garlic in a dose of 3gms along with the first bolus of food alleiavates stomach infection.
Strengthens the bone,96,"The soup prepared from drumstick pods is very much useful in treating the diseases of liver, spleen, pancreas etc. This is an aphrodisiac also. It strengthens the bones and joints too."
Summer boils,68,"20-30 gram of coarse powder is soaked in 200- 300 ml of water and kept over night. Internal administration of this water in early morning on empty stomach. This is very Manjishta Rubia cordifolia, Rubiaceae Vernacular names effective in burning of the body (summer season and in menopausal period), blisters and boils."
Sun tan,98,"10gms of Sandal wood powder, 4 almond seed powder are made paste by adding little Rose water. Apply on face for 15 min and wash with warm water. The calming and healing property of sandalwood softens the skin helping in treating sun tan."
Swollen Gums,69,"The Pepper powder added in mustard oil and made a paste use to massage Maricha Piper nigrum, Piperaceae, Vernacular names the teeth. Its frequent massage enables you to stay clean of the dental problems."
Thirst,26,Mix 10gms of Coriander powder in hot water. Cool and have this drink to satisfy excessive thirst.
Throat irritation,17,"5 grams of dried bhringaraja powder is mixed with honey and licked. This is effective in the treatment of cold, cough, throat irritation, anaemia, asthma etc."
Throat pain,14,Fine paste of 2‒3 fresh flowers of atasi is applied around the throat. This pacifies throat pain
Tonsilites,51,"10 grams of kachanara bark boiled in 100 ml of water Kanchanara Bauhinia variegata, Caesalpiniaceae Vernacular names until it reduces to 25 ml. Strain and drink twice daily"
Toothache,3,The leaves guava can be chewed and this paste can be kept in contact with the teeth for some time. The antiplaque properties of guava leaves are effective in preventing and treating oral problems.
Toothache,5,Aparajita root with black pepper should be kept in mouth to pecify the toothache.
Toothache,39,Mix 1/2 teaspoon of Asafoetida(Heeng) powder in 2 teaspoons of lime juice and heat the solution slightly. Dip a small cotton ball in the solution and place it on the aching place for 20-30 minutes to get relief.
Toothache,87,Pippali powder mixed with honey should be kept in mouth. It is excellent remedy for toothache.
Toothache,92,Black mustard seeds fine paste mixed with little salt and applied near the painful area of gum for a few minutes is beneficial.
Toothache,100,Chewing sesame seeds early morning regularly reduce the toothache.
Toothache,106,"In the case of tooth ache as well as gum diseases, burn the shells of almonds, powder, and make use of as tooth powder."
Traumatic swelling,48,"The roots Kadali Musa paradisiaca, Musaceae Vernacular names of Plantain tree is crushed well and the paste used for bandaging over traumatic swellings."
Travelling sickness and nausea,97,3 gms of Cardamom fine powder with jaggery made into tablet and keep it in mouth during travelling is very effective in travelling sickness and nausea.
Tuberculosis,105,Gulkand prepared from Vasa flowers is beneficial in tuberculosis.
Upper respiratory tract infections,55,1gm of katuki root powder is mixed with honey and licked 4-5 times a day. This pacifies URTI very effectively in children including productive cough.
Urinary Calcul,48,Regular intake of 20ml of Plantain stem juice twice daily for 3 months is beneficial to eliminate Urinary calculi.
Urinary Calcul,89,Boil 6 anjeer fruits in a cup of water for 5-10minutes. Consuming this water early morning daily for a month is useful to remove Kidney stones.
Urinary calculi,33,"(i) 10gms of gokshura fruit coarse powder boiled in 100 ml of water till it reduced to 25ml and drink twice a day. (ii) Equal quantity of gokshura, sonth (dry ginger), methi (fenugreek seeds) and ashwagandha powders are mixed well. 5gms of this powder taken twice daily with coconut water decreases Uric acid and gives relief in swelling"
Urinary calculi,43,Infusion of leaves and tender stalk (Soak 10 gm of Jalapippali in 50ml of hot water for 3-4 hours) used in cold with fever; also as diuretic and for Lithiasis.
Urinary Calculi,74,Regular intake of 20-30 ml of Radish juice daily once after food for 3months is beneficial in Urinary calculi
Urinary calculi,85,"10 gms of parnabija leaves in 100ml of water, take twice a day. You can also give the decoction with 500 mg shilajit and 2tsf of honey mixed in it for more effective."
Urinary calculi,88,Fine powder (1-2 gram) of Punarnava seeds or its decoction (30-40 ml) is taken regularly for a period of 10-12 days. This helps to flush out the urinary calculi of 5-8 mm size.
Urinary calculi,103,"Boil 3 grams of bay leaves, 3 cardamom in 200 ml of water till 50 ml of water remains. Strain and drink this twice daily. This will stop the formation of kidney stones."
Urinary calculus,19,5gms of seed powder of bibhitaki taken with cup of radish juice removes defects of urine and eliminates calculus.
Urinary disorders,90,250-500 mg of root powder is taken along with honey. This has potent effect in Urinary disorders .
Urinary tract infections,93,"Regular consuming the 5 gram of the Shatavari root powder, during night times in recurrent UTI, spermaturia, haematuria and backache are cured successfully"
Urirary Calculi,4,"6-8 twigs of Apamarga soaked in sour buttermilk (100-200 ml) over night. Next day morning it is macerated well, filtered and consumed. This helps to relieve chronic dysuria, recurrent UTI, urinary calculi and gall stones."
Urticaria,7,Take 10ml fresh ginger juice with old jaggery twice daily before food till the reduction of swelling and itching
Urticaria,80,3gms of neem leaves paste and 3gms of amalaki powder mixed with ghee taken internally two times a day useful in Urticaria.
Venereal Disease,15,Internal administration of 3gms of atmagupta seed powder boiled in 100 ml of cowʼs milk with sufficient sugar twice daily to cure venereal diseases.
Vishama jwara,49,"Equal quantity of Kalamegha plant powder, Shunthi, black pepper powders are mixed well. Taking this mixture 3-5gms will hot water three to four times a day, pacifies recurrent fevers."
Vision,82,Internal administration of the juice of onion in a dose of 10- 15ml daily is beneficial to improve the vision.
Vomiting,3,"The bark or roots Amruta-phalam Psidium guajava, Myrtaceae Vernacular names powder of guava 5gm with honey should be given in case of cholera and vomiting etc."
Vomiting,7,Mix 1 teaspoonful each of ginger juice and lemon juice and consume it several times a day as per the condition.
Warts,23,Equal quantity of changeri leaves juice and onion juice is mixed and applied in the areas of wart and molluscum contagiosum. The daily use of this will show good results.
Warts,28,The milky extract of dugdhika is applied regularly to cure warts.
Wasp sting,14,"Fresh, mature flax leaves are crushed to obtain fresh juice. In case of emergency, as a first aid this juice is applied over the wasp sting area. This quickly relieves burning sensation and pain"
Weight gain,56,Intake of 10-15 dates per day followed by glass of milk daily is useful to increase body bulk.
Weight loss,93,5gms Shatavari and 3gms Pippali powder is taken during night or early in the morning along with Banana milkshake. Good weight gain is observed within 30-40 days.
Worm infestation,1,"Intake of agastya leaves juice 10-20ml in empty stomach, early morning for 2weeks can expel the intestinal worms"
Worm infestation,6,10ml of aragavadha leaves juice is given in empty stomach for 5-6 days helps to relieve intestinal worms effectively.
Worm Infestation,21,Intake of 10 ml of Bimbi Juice early morning on empty stomach for one week relieves intestinal worms.
Worm infestation,31,2 gms of Palasha seeds powder is taken along with 10 ml of castor oil as bed tome. The pin worms are relieved within 3-4 days by this medication.
Worm infestation,32,Administration of 30ml of raw fruit juice of Erandakarkati (papaya) with honey once a day for 1 week is beneficial to expel intestinal worms. Regular intake of boiled fruit expels the worms especially Pin worm.
Worm infestation,38,Internal administration of the harita manjari leaves juice 10 ml for children and 15-30ml in case of adults early in the morning for 15days is useful to expel the intestinal worms.
Worm Infestation,75,Consume 5gms of root powder of mundi with jaggery twice daily for a week is useful in expulsion of intestinal worms.
Wound,5,Fine leaves paste of aparajita should be applied over the wound is beneficial as it has antifungal and anti bacterial properties greatly reduce the infection and heals the wound very fast
Wound,8,"20gms of fresh bark of arishtaka is boiled with 200ml of water till it reduced to 1/4th. This decoction is used to wash the wounds. The same decoction is used for washing gangrene and get rid of slough, which quickens healing process"
Wound,9,"Dusting the arjuna bark powder over the wounds/ulcers,is beneficial in fast healing."
Wound,10,"Ashoka bark decoction is prepared and used for washing Ashoka Saraca indica, Fabaceae Vernacular names the wounds and non healing ulcers"
Wound,13,50 gram of peepal stem bark is boiled in 400 ml water till it reduces to 100 ml. This lukewarm decoction is used to wash the wounds .This is helpful in infected as well as non infected wounds and it facilitates quick healing. The root bark fine powder of Asvattha is used for dusting over the oozing skin lesions to stop secretion
Wound,18,The whole plant paste of bhumyamlaki prepared along with rice gruel should be applied locally for healing of ulcers and wounds.
Wound,28,Paste of Dugdhika leaves and tulasi should be applied externally to cure swellings and ulcers
Wound,30,The paste of edagaja leaves and bark external application heals the wounds very effectively
Wound,38,The paste of harita manjari leaves and turmeric is applied externally useful in case of ulcers and insects bites.
Wound,43,"External application of leaves paste is helpful in the ripening of pustules and also Jalapippali Phyla nodiflora, Verbenaceae Vernacular names useful in healing the wounds. Since it has anti bacterial properties, it treats the infections well."
Wound,53,"Externed application of the paste prepared from the leaves of karela and dhattura (Datura metel) paste external Karavellaka Momordica charantia, Cucurbitaceae Vernacular names applied over the wounds, promotes in fast healing."
Wound,63,Kutaja bark powder used to dust over the oozing ulcers. This relieves the secretion and helps in fast healing.
Wound,64,"20gms of whole plant of Lajjalu paste boiled in 200 ml of water till it reduced to 50ml decoction. This is used to wash ulcers, diabetic ulcers, skin infections etc as it has significant wound healing activity."
Wound,71,Root powder of meshashringi can be dusted or applied as a paste on the wounds for healing.
Wound,78,"Grind the leaves, extract the juice, apply on the wounds, wrap a betel leaf as well as bandage the wound"
Wound,80,The paste of Neem leaf powder and honey should be applied over the wound.
Wound,84,The leaves paste of parisha externally applied as a bandage over the wound is good for healing. Bark decoction is also used to clean the wounds.
Wound,90,The leaves of Sadapushpa with turmeric paste is applied on the wounds 2 to 3 times a day. This serves as a good wound healer.
Wound,91,Sariva root paste external application on wounds will promotes fast healing.
Wound,101,Regular External application of tulasi leaves and garlic fine paste over the wound will destroy the maggots in wound.
Wounds,52,"20-30 gram of karanja bark is boiled with 200ml of water and reduced it in to ¼. This decoction is used to wash the chronic ulcers and wounds. For sitz bath also it is useful, especially after the anorectal surgeries and kshara therapies."
Wounds,81,The freshly prepared nirgundi leaf decoction (20 gms leaf paste boiled in 200 ml of water and reduced into 1/4th) is used to wash the wounds and helps in early healing .
Wounds,85,"Slightly warm the parnabija leaves and then crush them and tie on the wound. It helps the wound heal faster and also eliminates the scar. It also bring relief from insect bites, bruises, boils, and also skin ulcers."
Wounds,92,20 grams of mustard seeds are heated in an earthen pan and burnt the seeds. This is pounded well and made a fine powder (black colored) mixed with sesame oil. This paste is applied over the ulcers and non healing wounds.
Wounds,94,The leaves could be applied as a paste or poultice. This is helps to heal a wound.
